Hotel_name,name,rating,review
PO HOtel Semarang,Colin H,3.0,It's probably one of the best hotels in the city...but that's not saying much given the options. The convenience of the mall directly downstairs is handy. Not a bad selection at the breakfast buffet. Very weird bathroom door/partition layout in the hotel rooms makes for awkward use if sharing.
PO HOtel Semarang,Rhicke Jennings,4.0,Great support and friendly staff. Roomy and comfortable room with range of T.V. and reasonable internet. Breakfast with many items on a large and well stocked buffet. It hits all the high points and adjacent to the mall. Outstanding local noodles from the stand across the street.
PO HOtel Semarang,Raditya Adhi,4.0,"Actually the hotel is good, next to shopping mall, in the middle of the city.But my expectation is more for a 5 star hotel"
PO HOtel Semarang,Rangga Adhimulya,4.0,"A very nice hotel next to paragon mall, it has inside access to the mall. The hotel is clean with great hospitality from the staff. room is spacious. The downside is the bathroom drainage is bad, always flood after shower, and the bathroom doesnt have lock on the door, so it will be very inconvinience when you share the room with someone that is not your family, eg. Co-worker"
PO HOtel Semarang,Michelle Axille,1.0,"The hotel was just ok, but several guest eith kids were complaining that the ""smoking"" room has a very strong cigarette smell, luckily we got a ""non smoking"" room. They have 3 lifts going to the room floor, but only 2 working, that makes the traffing (going up and down) terrible, while they are running on full house. And we really upset with their cleaning service that we left our swimming suit hang on the bathroom and they said that they could not find it... it is totally easy to be spotted, hang on the bathroom where can be seen easily once the cleaning service enter the room."
PO HOtel Semarang,JualFiforlif Semarang,5.0,"One of may favourite hotel to stay at Semarang. I love this hotel. Best value for money, delicious breakfast and there is lots of breakfast selection. Not only that, the room and the air is clear. Recommend if you're holiday at Semarang"
PO HOtel Semarang,Frekast 88,1.0,"Staffs were not friendly. poor facilities, filthy, where there are some stains on the bed sheets, and no proper towel given!Rooms: 1/5 | Service: 1/5 | Location: 3/5 …More"
PO HOtel Semarang,Sinister_Snake33,4.0,Location is not bad based on distance from airport. I have had personal problems with the hotel based on my length of stay but hopefully the hotel will resolve these. The room is nice the pool is nice and it has great access to the mall.
PO HOtel Semarang,Oktovani Notosugondo,4.0,"Good place to stay as connected to paragon mall, nice staff and got a lot of food stall surrounding hotel"
PO HOtel Semarang,Ghiffari Muhammad,5.0,"probably the best hotel in Semarang, it used to known as Crowne Hotel. The hotel facility was superb, spacious room, has direct access to Paragon Mall, and big parking lot They have ballroom for large meeting too, i'd say the best ballroom"
PO HOtel Semarang,Bobby Sumarkho,4.0,"Clean, spacious room, modern feel, sufficient amenities. Friendly and helpful staffs. Check-in was sufficient. I stayed in club room and was given priviledge to the club lounge, serving liquor and small bites until 8PM."
PO HOtel Semarang,Mathieu Suhandynata,3.0,"A nice room and lobby, ruined by poor service by the check in counter. We arrived at 3pm and was told there was a mix up with our booking, and it took over 2 hours in order to accommodate us. On top of that, once we were given a room, they also told us the room wasn't ready yet... This was at 5pm! What hotel doesn't have their rooms ready by 5pm?? Standard check in policy is usually at 2pm. Disappointing start to our holidays."
PO HOtel Semarang,Stefanus Sugiarto,5.0,"It's still the best hotel in Semarang as of December 2015, as far as location, amenities, facilities, and services. Rooms at Crowne are a bit smaller than what we'd expect from a 5-star but other than that there is very little to complain about. The revamped breakfast and dinner buffet selections are superb. Though a bit pricy, they are definitely worth it. Pictures included."
PO HOtel Semarang,andy efrianto,5.0,"this is the best place you could stay in semarang, luxurious hotel with best services. you don't have to worry about finding meal, because the hotel is sit next to paragon city mall. if you have time to scan around the city, there's a lot you could find near here. happy travelling live happy, eat healthy"
PO HOtel Semarang,Luthfiana Zulfa,5.0,"Really nice place to stay. Totally suitable when have a family trip. Its directly connected with Paragon Mall, so if you bored or need something, just hang out or shopping in the Paragon Mall💃"
PO HOtel Semarang,Rudiyanto Lie,5.0,A 5-star hotel worth a stay right on top of the Paragon Mall. Huge room and good location.
PO HOtel Semarang,Karina Dewi,4.0,"Obviously, it's befitting to it's newest 5 star hotel in town rating. The minuses : swimming pool too close to breakfast area , I guess if you don't mind being a show to other guests, this is not a problem. Also swimming pool amenities is quite disappointing for a 5 star hotel. Then against if you are there for business who cares. But I do hate it that they allow smoking in the pool area. What if kids are there? Also other minus is that the no single twin bed room, even though I know that this is the norm with a lot of girls these days, I still think as a business hotel it's a must. Another, is that the bathroom is annoying. Be it the configuration or the partition of the bathroom. For I prefer a proper wall and door to prevent cold air from coming in to the bathroom. I also prefer being able to poop behind a door that is not a glass, even though it is frosted. Breakfast food is good with a wide selection. Be it Southern food or European food I seen it here. Sadly the local herbal drink , jamu, is of poor quality because they sugar and water it down. Which I think is disappointing cause I'm all for advertising our Indonesian heritage. But oh well, economic crisis, what can you say. I also like it that you get 2 fluffy pillows. Yes, in my book this earn additional point. It's connected to a mall, though I'm not a big fan of malls, it is safe to say it's easy for food acquiring purposes. Another minus you ask? Ofc the b**** price! But hey if you ok with it it's worth checking the place while it still have that new tag."
PO HOtel Semarang,marsya sinta,3.0,"we didn't get non-smoking room even though we travelled with a child. The service are standard, unlike what i was expected. I wouldn't recommend guest with their own vehicle to sleep in this hotel. We arrived quite late and my dad have to park the car himself just to pay for valet service the next day. The service is that slow. The next day I found out we have to go to 6th floor to this ""special floor"" for hotel guest, turns out the floor is not only for hotel guest and are packed with the mall visitor. From the 6th floor we have to use the elevator to enter the hotel then change to another one to go to our floor. Good room, but Way too much effort for me."
PO HOtel Semarang,Amir Rostam Dokht,5.0,The hotel is very nice with a good location. The breakfast is perfect. The staff are nice. Very nice mall is next to it. Oh ya... Dot forget to taste their Fried Rice. It was good
PO HOtel Semarang,Dhedy Gunawan Wong,2.0,"The hotel looks old and not maintained properly. Furnitures are old and stained. Air conditioner in the lobby area is so hot. I stayed on the 12th floor. The carpet in the hallway is SO SO dirty. Stained everywhere, looks disgusting. It looked like it hasnt been cleaned for ages. For the room, the lighting is so minimum, its quite dark. Not good for working. SO MANY MOSQUITOS! My legs were constantly bitten while sitting in the room. Old matress and furniture. Not properly maintained. Overall experience is not so satisfactory compared to when it was handled by Crown. I stayed in Crown in 2014. Definitely didnt have so much to complain back then."
PO HOtel Semarang,Richard Gabriel Garcia,5.0,"By Indonesian standards, this is a nice hotel placed in the ""paragon"" commercial structure so very convenient for any need, very friendly and polite staff and above all they are all extremely nice and friendly. The only downside is the cleaning of the carpet obviously to change"
PO HOtel Semarang,Afrianto Dulbahri,1.0,"Very poor check in quality. I made a reservation on April 13 2019 for May 3-5 2019. During check in, they asked to wait until 1400. Well, okey with that. But at 1405 the front office (Ibu Ayu) told me that she can not give me the room I ordered. What??? I thing this hotel need to improve their reservation system quality. Waited until 1420, with no info to check in. One other thing: the lobby is quite hot. The front office put a fan to keep them cool. 😊"
PO HOtel Semarang,Farhan Muntaqo,4.0,Good place to hold a meeting with colleagues. The meeting room is in 7th level. It's atmosphere is in harmony with all brown environment. But the air conditioning is not quite cool.
PO HOtel Semarang,J Darius,4.0,"Good hotel with great strategic location, their mall have the most complete selection of foods and beverages stalls to choose from. Even movie theatre too. Recommended when staying at Semarang"
PO HOtel Semarang,Michael Williams,1.0,"The smoking rooms are a health hazard, not regularly deep cleaned: As a non-smoking room wasn't available, we booked a smoking room thinking it would compare to other smoking rooms we had previously stayed in, with only a mild scent of tobacco. But stepping out of the elevator on the 9th floor there was already a strong smell of smoke. Inside the room it was overwhelming. Knowing how bad it was, they had placed a large portable air purifier in the room. This was comical as they could have added nine more and it would have had no effect. Instead, they should be regularly deep cleaning the carpet, drapes, upholstery, etc. which clearly they don't do. We spoke to the evening manager working on the 14th and asked for a non-smoking room which he refused to give without us paying an upgrade charge of an additional IDR 1,500,000 / $115. They know how bad these rooms are but still required us to pay. So we stayed in our original room and I woke up with a headache which I'm certain was caused by the air in the room. On a positive note, other than this, the rooms, pool, gym, and hotel overall are great. The staff are amazing. If you can get a non-smoking room, I'd recommend the hotel. But until they start regularly deep cleaning the smoking rooms, for your health I'd avoid those."
PO HOtel Semarang,Vena Gustyani,3.0,"The hotel are great. It just in some place, the ceiling have yellow spots. They have lot of variety food, but the taste need to be fix"
PO HOtel Semarang,IG: onaldtan,5.0,"This mall, for now might be the most complete one. You can find anything you'd like to find here. Foods, entertainment, gym, shopping arcades."
PO HOtel Semarang,Janos Miskolczi,4.0,"Positive: chefs are very good in the restaurant, staff very kind, modern rooms, reliable wifi.Negative: stains in bed, tv picture quality really bad, noise from the street in 24 hours"
PO HOtel Semarang,Rony Setyadi,1.0,"I stayed from friday til sunday , they always change the table in swiming pool area .. i can't enjoy my coffe and smooke , they have smooking room alright but not a space for smooking in open area .. really disapointed with the manager .. specialy restaurant managerRooms: 1/5 | Service: 2/5 | Location: 3/5 …More"
PO HOtel Semarang,Warsito -,5.0,"A good hotel located in midtown of Semarang City where closely near Paragon City Mall Semarang and near Lawang Sewu, Tugu Muda, and Airport. The rooms are spacious and clean but much of empty space. The bathroom is good with shower and bathtub. Their restaurant is in the 7th floor but unfortunately the foods are less in variation and taste. The meeting rooms are also in the 7th floor which are comfort and we've enjoyed hold meeting there."
PO HOtel Semarang,Long Priyono,5.0,"Clean, comfy & spacious hotel rooms. Recommended for family 👪 (get the connecting rooms). Delicious breakfast choices. Excellent location as well next to Paragon Mall 👍 👍"
PO HOtel Semarang,Mark,4.0,"Great place to stay, the staff are extremely pleasant. Please fix the elevators as when it is breakfast time covid restrictions there can be a 10 minute wait on getting one."
PO HOtel Semarang,Gunawan Hadiwidjaja,4.0,"One of the luxury hotels in Semarang, but the bathroom definitely need more maintenance. Service was good, and breakfast buffet was great."
PO HOtel Semarang,Husnul Cut,4.0,"The famous five-star hotel in Semarang, known before as Crowne Hotel.. Location at Jl. Pemuda near several government offices, so it's very strategic in the middle of city.. Has the same building with Paragon Mall, the biggest n largest mall in Semarang.. They have a spacious ballroom n several meeting rooms with good tastes of food also for coffee break and lunch packages.."
PO HOtel Semarang,el agustina,4.0,Just visit to attending party at PO hotel convention hall and it has good service and this is beautiful place but I don't even try the food. And the room rate is expensive but it's worth because this place is in the central city and it has mall from one to third floor and you can find anything you need there.
PO HOtel Semarang,Patricia Liswanto,4.0,Good ambiance. But why a big hotel doesn't have even a piece of paper bag? The aircon at the suite room and penthouse suddenly defrosted. Extremely hot in the room (room no. 1053 & 1246)
PO HOtel Semarang,Denny Waluyo,4.0,Good place to spend vacancy..Rooms: 4/5 | Service: 4/5 | Location: 3/5 …More
PO HOtel Semarang,Patrick Comey,5.0,"This is a first class hotel with a friendly staff. The breakfast is top notch. If you're a Westerner who likes to have their coffee refilled regularly, it's best to sit near the center where the coffee pot is (otherwise the staff will go get you a half-cup of fresh brew). Also, they call the pit if coffee ""Arabica"" so ask for that if you want a refill. The fitness center had TV's on the treadmills that didn't work for two weeks even though ""the technician was called."" If you qualify for the lounge in the 11th floor, be aware that alcohol is only available from 6 to 8 p.m. The bed is incredibly comfortable!"
PO HOtel Semarang,Budi Hardjo,5.0,"Amazing place, delicious food, comfortable room, very soft bed, and very beautiful panorama..."
PO HOtel Semarang,Noemi Anatalio,1.0,The lobby is great but the room is too dark for me.. no exhaust fan also in the bath room...dont like this hotel
PO HOtel Semarang,Eko Sukoco,5.0,"Great luxury *5 hotel, spacious ballroom, excellent culinary products and fabolous service"
PO HOtel Semarang,Ida Nurtam,3.0,It used to crown hotel if not mistaken. Lack of maintenance...need to upgrade the amenities as looks cheap..not for 4 star hotel.
PO HOtel Semarang,김용진,4.0,Location is good for shopping. Connect shopping mall. Inner side is so clean. Not available for Korea channel. A little small swimming pool at 7 floor outside. But everything is good.
PO HOtel Semarang,Michael Juan,3.0,"The room is good, but the receptionist and services sometimes wasn't responsive enough"
PO HOtel Semarang,Wildan Yudhanto,5.0,"Good to stay here, crowne have connecting with paragon city mall. So don’t to worry about anything. One stop entertainment. Their room are spacious. Have good meal, and close from everywhere."
PO HOtel Semarang,Ww A Haryanto,5.0,"IHG is International Hotel Group that followed by Crown Hotel, but the owner was changing in to PO Hotel Semarang and PO doesn't join the IHG anymore. So Google Map need to change dan remove IHG from the location of PO Hotel Semarang, to get properly information for Google Map user"
PO HOtel Semarang,Syarafa Siti Mizana,4.0,Front office is a bit slow. And their breakfast was not that good. I think they need to have a renovation.
PO HOtel Semarang,Edwin Adi Nugroho,5.0,F n B is good..very goodRooms: 4/5 | Service: 5/5 | Location: 5/5 …More
PO HOtel Semarang,wahyou,5.0,"Comfortable 5 star hotel with direct acces to mall paragon , comfort room , delicious food and kind staff , swimming pool also beautifull"
PO HOtel Semarang,Fadi Tour,4.0,"Its 5 star but feel like 4 star Nice room & good ambient Near shopping Mall, Paragon The parking is completely small Ok i give 4 due the 4 star hotel feel"
PO HOtel Semarang,Muh Hasan Asari,5.0,"Nice hotel and mall at one place... nice food, bathub, just not interest with closed and shower design, too many doors for bath room."
PO HOtel Semarang,PuRpLe RoSe,5.0,love the restaurant here for brekkie.. their chef and staffs was friendly and gave their best shots. . never say no to their guests.. and the food was awesome. their choice of indonesian food was awesome simply the best
PO HOtel Semarang,Jyu Grâce,1.0,"Decidedly unpleasant. First the hôtel's lobby is located in the same drop line of a mall. Blared horns galore. It's just a noisy spectacle. Pinnacle of inconvenience comes when the plumbing is proved to be below anything decent. There is no hot water. All I have is lukewarm, if I am being nice, presque cold full bath. The shower just makes me feel ultra cold. Called concierge. 'It's under maintenance'. Cannae you just said that when I check-in? Give me a 'hi please do not fill the bath cause it's useless'??? Hot water is base necessities. Unbelievable."
PO HOtel Semarang,Josia Peranginangin,5.0,"Some people say it's the only Five Star Hotel in Semarang, and yes, it shows the stars..located next to Paragon Mall, so when you confused where to visit, there's always a backup plan (Go to Mall..haha)Rooms: 5/5 | Service: 5/5 | Location: 4/5 …More"
PO HOtel Semarang,Novi Ariyanto Santoso,5.0,"The place is great, connecting to mall, they have a lot of parking area, and there is vallet service at the lobby. The room is spacious, the room has separated bath tube and shower."
PO HOtel Semarang,rizki susetiadi,5.0,"the most luxurious 5 star hotel in semarang for now. with its IHG standard I believe you cant have better services in other hotel. its connected to mall and cinema too.. eventough, its lil bit pricey"
PO HOtel Semarang,Clement Joe,3.0,The room is nice but the breakfast need some improvements.
PO HOtel Semarang,Mario Gumulia,5.0,"It's no longer IHG group, but everything else remain the same, hospitality, room, service, food quality and else still manage to impress me as it was. Highly recommended hotel at semarang, price and location wise."
PO HOtel Semarang,uud wicaksono,4.0,"great service n nice staff, foods was nice too. if u like to do the shopping, then this is the right place, because this hotel is located on the top floors of the paragon mall semarang"
PO HOtel Semarang,Juanda,5.0,The location @ the center of Semarang City. Connected to Paragon City Mall. The room is big & clean. Good service for sleep.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
PO HOtel Semarang,eChie,4.0,U can get in here throuh the mall. Reminds me of ciputra hotel in cibubur.
PO HOtel Semarang,Indra Gunawan,4.0,"Great Hotel in the middle of Semarang City. Recommended for business trip. Very close to Paragon City Mall. Clean room, friendly staffs, big ballroom 👍👍👍"
PO HOtel Semarang,WTP Event & Wedding Organizer,5.0,"Have a best wedding experience here!With love,Radeva Wedding Organizer Semarang"
PO HOtel Semarang,Eka Evia R. Agustina,5.0,A recommended place to stay when you visit semarang. Luxury room with bath tub and city view. Delicious menu and the location is strategic.
PO HOtel Semarang,Konstantin Stewart,3.0,Nice and decent hotel.Wi-Fi works good in room.lounge has beer and some food.No stronger spirits allowed.
PO HOtel Semarang,pico mio,5.0,TOP 😘😘Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
PO HOtel Semarang,Hitesh Mehta,5.0,Nice hotel... 24 hrs gym.. Attached to mall.. Nice rooms.. Kids loved it... Location downtown.. Close to many places of interest.
PO HOtel Semarang,ambirat duhkito,5.0,"Enjoyable stay at the hotel. Yet, a problem is only during waiting time to get a table for breakfast. Its location in the downtown enables to go around the town in a short time."
PO HOtel Semarang,Robert Ng,5.0,"Great hotel. Great staff. They were very attentive and were always friendly and extremely helpful. Makartney Fina Orja Ari And all the others who were helpful, kind and saw to my every needs. Thank you!! Robert Ng"
PO HOtel Semarang,Blaise Samoy,5.0,Simply the best hotel in Semarang. The only true 5-star.Minus: Fill only the mini-bar on demand... with warm drinks.
PO HOtel Semarang,Tjendrawati Sendjaja,2.0,"Old towels, torn and yellowishRooms: 2/5 | Service: 2/5 | Location: 5/5 …More"
PO HOtel Semarang,ivonne kusmianto,3.0,Not recommended. The room spacious but not too clean. And the towel was smelly. The bathroom tissue was empty and not refill by them
PO HOtel Semarang,Hanoman Wanara Seta,3.0,"Too expensive for an old hotel, and the service is also not so good"
PO HOtel Semarang,Edward Wirawan,4.0,"Nice, comfortable, central location hotel in Semarang. Services are good.Nice comfortable room for a 4 star."
PO HOtel Semarang,Indra Maizir,5.0,Nice room n hotelRooms: 5/5 | Service: 4/5 | Location: 5/5 …More
PO HOtel Semarang,Dedi Iswandi,5.0,really good and confortableRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
PO HOtel Semarang,Bamsoe,5.0,"Spacious Ballroom for event & wedding, great chinese food , excellent service"
PO HOtel Semarang,Alris,5.0,"The 1st best choice 5 stars hotel in semarang. Excellent Service, Warm staff, delicious foods, cozy place and one building with paragon mall"
PO HOtel Semarang,Sri Sumarni MMid Sutiman,5.0,Good taste n welldone servicesRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
PO HOtel Semarang,Fitri Irawan,5.0,"Very nice hotel, spaceous room, comfort bathub, near with mall"
PO HOtel Semarang,Poully Gunharie,5.0,"Nice hotel Super location, next Paragon Mall Breakfast ok... Near other location, lawang sewu, gereja Blendhuk, etc.. Kamar besar.."
Hotel Santika Premiere Semarang,Wildan Baraba,5.0,"Superb! Santika never let me down. They upgraded my room to Executive Suite. What a great touch at the beginning. Service was excellent as i always experienced in every Santika's property. No matter where and what kind of Santika i stayed in, the service from their staffs always top-notch. The room and building looks old, but well-maintained. I can see that a lot of older-settle guess staying here. Breakfast was high quality. Lot of option and taste delicious. Location is perfect as well. 5-stars for all aspects!"
Hotel Santika Premiere Semarang,Hendra Kusuma,4.0,"Shower area can be further cleaned by cleaning up the black grout spot (brushed with bleach / spray will loosened up the fungus growth) It need more power sources / wall plug in the room to allow laptop computer, Smartphones, etc. charging. Provide Hair Dryer as standard room convenience. Provide, 3 types of towels for 2 per room. Provide Hair shampoo & conditioner as standard (only shampoo was provided during my stay).. Repair / Secure ward robe door, so it does not drop / fall as I almost drop it when it slip off the track and almost drop on my foot (may crushed my feet from the weight of the mirror door). Provide shower door to prevent water splash during shower. Need constant daily supply of portable sandals"
Hotel Santika Premiere Semarang,ana purna,2.0,"the hotel is old and needs makeover. the shower was never consistent, alternating between hot and cold water no matter the setting. some of the staff need better training. they lacked coordination with car rental. the breakfast selection had local choice, but the taste was under average."
Hotel Santika Premiere Semarang,Meida Ardina,5.0,"The only thing I don't like is the air-conditioner was just too cold for certain rooms. Also they need to add variation of food, I think. The sales might need to check and re-check the details of the reservation. Especially the date. But well mistake happened, it's been taken care of. I'm glad the sales did everything she could to heed my request, from my organisation, which was excellent from their part. I really appreciated the sales's effort! The meeting room was also good, but I suggest they add a whiteboard. Because flipchart isn't wide enough and some people found it a bit hard to see, especially those who were at the back. Everything else were amazing. Please keep up the good work!"
Hotel Santika Premiere Semarang,Liana Susanto,5.0,"The room is comfortable, clean, neat and a little roomy. Friendly and kind receptionists. The location is easily accessible. There are 2 bookstores too nearby. 😊 Rooms: Clean and neat Food & drinks: Provides traditional (local) culinary"
Hotel Santika Premiere Semarang,Ratna Rediandary,5.0,"This is our third staycation at Santika Premiere after being assigned to Semarang by my company (usually book undernamed by Spouse - Adriansyah), and always feels like home. Our kids enjoy the spacious rooms, comfy beds (must try the pillows - highly recommended !), the menus (especially 24 hrs room service), the pooolll !! for sure 😉 Will surely come back for more core memories with our family."
Hotel Santika Premiere Semarang,Moony Munawaroh,5.0,The room was clean and neat. Also spacious. The food was good. The view from 9th floor was nice. Everything is ok.
Hotel Santika Premiere Semarang,Krido Sadmoko,4.0,"An old 5 star hotel but well maintained building and good staff. They don't have plug in point for USB and the placement of the electricity plug in not quite match with nowadays need, such as it should be place more on working table, and bed. But overall is good experience."
Hotel Santika Premiere Semarang,Moto 4nn4,5.0,Good clean old fashion room. Spacious room. Working hoh/cols shower in bathroom. Aircon may cause aome irritate noise when set to highest speed guess due its usage but it still give the coolest air we want on hot summer day. Nowaday new hotel provide chiller but Santika still has the real refrigerator good to cool our bottle of drink. Poolnis spacious and the officer do the job to welcome the guest prepare the rest chair and provide the bath.. well compare nowaday hotel that guest NEED to ask or visit the towel counter.. Santika bring the even simpe customer experience ahead. Check in/out is fast the concierge bring our belonging to. room. Parking is spacious and due the hotel location in city area is very good. Breakfast is modesty but they still serve/pick it for guest while other hotel may loosen the requirement but we can understand if this is hotel's way signature to maintain hygiene in 'pandemic loosen time' but pls review it as common guest hotel may prefer to choose its own food. Free rentnfor bicyle very good.. Used it to nearestn convenience store.
Hotel Santika Premiere Semarang,Martiana Sipahutar,4.0,"It is located in a walking distance from the city center, Simpang Lima and center of local foods for takeaway, Pandanaran. The room is spacious but old, it needs retouch. Staff are polite and efficient.Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,Marc Ndrewez,5.0,"Nice & ckean room, but some water valve not work properly…."
Hotel Santika Premiere Semarang,Irene Setiawati,5.0,"Comfortable, friendly staff, very recommended.I come for work, and I am happy to stay here.Thank you to Santika and all teams ."
Hotel Santika Premiere Semarang,Jenny Sunjoto,4.0,"oldies but with spacious bedroom and all the basics are working well, the variety of breakfast foods is ok.Rooms: 4/5 | Service: 3/5 | Location: 3/5 …More"
Hotel Santika Premiere Semarang,Erlya,1.0,"For its old age and historical building, they are succeed to maintain its 4 stars title. But I found it not suitable with the title. They really need to speed up everything, such as cleanliness, hospitality, service and attitude from every aspect of the hotel. And I think with a little training and fresh leadership, they could be a great legendary hotel in their town."
Hotel Santika Premiere Semarang,meons,5.0,"beyond expectations. communicative, helpful, welcoming and beyond friendly. would definitely visit againRooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,B. Jonathan T.,3.0,"Used to be a quite fancy hotel. The lobby still looks premium but the ceiling has been water damaged and looks deteriorating. Once you enter the room it feels as budgety as a budget hotel. Cool white lights make it feel a little cheap, no real mugs in the room only paper cups and cheap plastic cups in the bathroom. The floor used to be made of carpet and contrasted with ceramic, now replaced with regular ceramic tiles for the whole room, they removed the bath tub and replaced it with a shower only. They removed the wallpapers and painted the walls brownish white. Much more to rant about for my disappointment. Overall it is a good hotel but as a person who used to go here all the time this makes me very sad and disappointed, They gutted almost everything that makes me enjoy staying here. Definitely no longer a 4 star hotel in terms of room feel except for the spacious rooms. The service and food still remains excellent as always."
Hotel Santika Premiere Semarang,Rangga Yudhika,4.0,Best location. But room is a bit old.Space is spacious.Rooms: 3/5 | Service: 4/5 | Location: 5/5 …More
Hotel Santika Premiere Semarang,RIchard Ong,2.0,Hotel in an old building that need maintenance or reno. Water shower not working well with low pressure. Sound from top always hearing when people moving table or chairs. Food is normal and nothing special.
Hotel Santika Premiere Semarang,Faisal Riza Rahman,5.0,"Guests liked the large, clean rooms, though some said they were dated & maintenance could be improved · Rooms had views · Some guests mentioned the bathrooms could be improved"
Hotel Santika Premiere Semarang,Wolfgang Rupert,5.0,"Its PPKM times, and we came from West Java, we were lost and the gmap gave us headache to get to the hotel, good thing we called the hotel and their employee picked us up and guided us to get inside the hotel. People there were friendly and helpful. We also got a corner room with almost 180degree city view. Breakfast was champions, simple a la carte. Very recommended."
Hotel Santika Premiere Semarang,Asthoy. Ato,5.0,"Old hotel with Premium services...Nice, clean, cozy...Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,Imam Hardiman,5.0,I love the hotel. Variety of breakfast menu was good. Location was perfect. Room is quite big. The only problem is they don't have lift access to the basement (parking lot). So if you want to bring your luggage you need either you drive your car to the front of lobby or you bring it through stairs. Overall it's a good hotel
Hotel Santika Premiere Semarang,Bambang P,4.0,"Cleanlines and tasty breakfast....but water from wastafel didnot flow out well. So water slow flowing and rest dirty after empty water. Anyway ...is was a great hotel...I has been stay in this hotel many times, when I was in Semarang. Great.Rooms: 4/5 | Service: 4/5 | Location: 4/5 …More"
Hotel Santika Premiere Semarang,Putu Andhika,5.0,Clean n nice hotel at centre of Semarang. Breakfast have a nice menu & tasted. Will come again for stay at this hotel next time
Hotel Santika Premiere Semarang,mnr rahadi,4.0,"First, friendly guest staff. Especially the housekeeping, they always greet us. During the pandemic, we can find sanitizer in front of lift and entrance door. But in the pool, too bad there's only one rest room. In the restaurant, only the staff serve the guest, so we don't share utensils to take food. That's good."
Hotel Santika Premiere Semarang,Petrus Luwak,5.0,"Nice place for stay at Semarang City near Simpang Lima and close to culinery places also entertainment. The Hotel is over 20 years but well maintain, very clean also applied CHSE very tight. Recommended place for business, family holiday and staycation."
Hotel Santika Premiere Semarang,Bayu Suryo Aji,4.0,Old hotel.. but good service...especially swimming pool and gym...Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More
Hotel Santika Premiere Semarang,Irfan Maulani,5.0,For me this is 2nd home when visiting Semarang City for work or holiday. The place so quiet even on the central of activity of Semarang. The food are represented local and homey test. For me this the best hotel ever.
Hotel Santika Premiere Semarang,Dixs,2.0,"strategic location,clean and comfy room.unfortunately the service is not too good,to slow to response everything we need here.Rooms: 4/5 | Service: 1/5 | Location: 4/5 …More"
Hotel Santika Premiere Semarang,Fenny Tanudjaja,5.0,"That was a great service, the location was near with culinary place loved it 👍👍👍👍👍Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,Budi Kurniawan,5.0,"The room and dish menu is very good, but parking is limited and the toilet tissue lobby is not fast refilling. The hotel is recommended because it is close to many of Semarang's culinary delights and other great tourist destinations."
Hotel Santika Premiere Semarang,Loundy,5.0,"The room is very clean and neat. Great services, they let us borrow some bowls and some other stuffs. Nice pool for both adults and kids AND their towels are nicely perfumed. It has a pretty nice gym too."
Hotel Santika Premiere Semarang,Sharon K,5.0,It was super pleasant to stay here. I visited Semarang for work and got twin bed bedroom. The bedroom was spacious. Breakfast buffet was my favorite. Plenty of menu to choose and tasted delicious. The gym equipment was a bit outdated but overall was 5 stars quality and service
Hotel Santika Premiere Semarang,Emy Christiana S,4.0,"Spacey, in the heart of the city. Very close to Simpang 5."
Hotel Santika Premiere Semarang,hairuddin bangun prasetyo,5.0,"Nice location ... Good hospitality from its employee and hotel crew.Maybe it would be great if in the near future, Santika Premiere Semarang to be renovated."
Hotel Santika Premiere Semarang,yance halim,4.0,"Nice Hotel, Breakfast quite variant with Traditional local food. Cleanest of the room can be improve..."
Hotel Santika Premiere Semarang,Y. Yandi,4.0,"Obviously need some maintenance at this ""not young anymore"" infrastructure... Overall it is a good hotel in the center of Semarang city that has a walkable range by foot to get the city's ambient"
Hotel Santika Premiere Semarang,Agung “tongkito” Hadiyanto,4.0,"Updatea 14 Mar 22: stay for 1 night, room much cleaner, finally got non smoking room. Breakfast now much better, lots of local menu and it tastes much better. First time staying here on 3 May, room 906 is spacious, looks outdated but still good, Aircon not cold, my bathroom is flooding from the upside, request for non smoking but got a smoking one, complained to FO and said my room is a flexible room, could be for smoker or non smoker ... WT*??? Filed a complain officialy to FO..."
Hotel Santika Premiere Semarang,T. Ryan Septyawan,3.0,"Got 4 bottle of water every Day, nice staff, good breakfast Cons Shower water Flow is small and so Hard to achieve balance of Hot and cold Flow, you Will got too Hot or too cold, Internet connection is slow, ac is not cold enough"
Hotel Santika Premiere Semarang,Jawoto Setyono,5.0,"One of the oldest hotels in town. Breakfast here is always great, full of Indonesian foods"
Hotel Santika Premiere Semarang,Hilmy Alghifari,4.0,"Spent 4 nights here, nothing extraordinary. Plenty options of food for breakfast (they serves local food, too)Nice pool and scenery to the city of Semarang.The only complaints was water heater, slow and not hot enough."
